,date,twitter_positive,twitter_neutral,twitter_negative,twitter_price,coin_price_bitcoin,coin_price_ethereum,coin_price_dogecoin,gold_price,bitcoin_trend,itb_btc_count,itb_btc_prince,all_time_highers,all_time_lowers,average_balance,seconds,average_transaction_size,new_addresses,active_addresses,zero_balance_addresses,daily_active_address_price,hash_rate,average_size_in_bytes,volume_share_antpool,volume_share_btccom,volume_share_binance,volume_share_huobi_pool,inflows_antpool,inflows_btccom,inflows_binance,inflows_huobi_pool,outflows_antpool,outflows_btccom,outflows_binance,outflows_huobi_pool,reverses_antpool,reverses_btccom,reverses_binance,reverses_huobi_pool,rewards_transaction_fees,rewards_rewards,total_flows_antpool,total_flows_btccom,total_flows_binance,total_flows_huobi_pool,mining_rewards_volume_share,number_of_large_transactions,number_of_transactions,btc_total_fees,道琼斯工业平均指数_close,VIX恐慌指数_close,EEM_close,上证指数_close,美元指数期货_close,WTI原油期货_close,Count,黄金期货_close,XLK_close,Dow_Jones_Commodity_close,cci_close,美国标准普尔500指数_close,Dow_Jones_Commodity_Energy_close
94,2020/12/16,20594.0,69559.0,4995.0,20413.61,20060.72371,603.00887,0.00327,"1,852.00",1131.0,942823,20413.61,2612026.0,30510.0,11365.74,606.8181818,175474.89,523052.0,1097514.0,592712.0,20413.61,133288021.6,1309532.0,4e-05,0.002184,0.00062,0.00499,2166744.707,60909772.62,19620279.08,107314304.4,0.0,58328318.66,13679869.85,164792673.8,5213296.159,93861532.28,133072148.2,1079628047.0,79.9,893.75,2166744.707,119238091.3,33300148.93,272106978.2,0.00033,19041.0,315217.0,1631138.74,30154.54,22.5,50.72,3366.98,90.359,47.82,942823,1867.9,127.69,712.11,6890.97,3701.17,78.1117
95,2020/12/17,23842.0,74157.0,5638.0,22469.695,22581.91623,650.84821,0.00362,"1,890.80",1953.0,933975,22469.695,802185.0,30510.0,12466.55,663.0,181737.04,534500.0,1071652.0,539430.0,22469.695,121567122.4,1299902.0,5.7e-05,0.003271,0.000518,0.007728,3235008.56,86163548.09,17663065.33,273388406.3,0.0,97842173.3,11575115.3,162936180.2,8927033.64,92136191.98,152388555.6,1268498351.0,162.99,806.25,3235008.56,184005721.4,29238180.63,436324586.6,0.000322,23131.0,309481.0,3662396.68,30303.37,21.93,51.05,3404.87,89.741,48.36,933975,1899.5,128.7,720.03,7066.11,3722.48,78.8925
96,2020/12/18,15177.0,43917.0,3479.0,22808.705,22867.26806,646.33134,0.00379,"1,879.80",1326.0,1078949,22808.705,831249.0,30510.0,12618.19,550.6369427,147944.59,598298.0,1197425.0,634924.0,22808.705,146653978.8,1271535.0,0.000165,0.002658,0.000473,0.004651,3474559.251,81839156.1,10872871.63,170196330.7,5778564.598,66509093.24,15523770.79,89118437.9,6821030.704,109285521.7,150063459.9,1371347072.0,195.47,981.25,9253123.849,148348249.3,26396642.42,259314768.6,0.000403,22214.0,375549.0,4458448.42,30179.05,21.57,50.99,3394.9,89.953,49.1,1078949,1898.2,128.25,725.56,7180.61,3709.41,79.9594
97,2020/12/19,12123.0,35080.0,2658.0,23434.77,23341.08608,656.34868,0.00393,,1108.0,960370,23434.77,1040269.0,30509.0,12970.2,550.2594937,113588.81,544800.0,1169476.0,662780.0,23434.77,148003560.3,1265624.0,7.1e-05,0.002642,0.000523,0.004553,2773080.889,65753719.9,9570657.913,106921443.1,0.0,37208237.08,10764812.12,69841865.71,9793872.842,139666609.8,153020925.6,1437929288.0,119.97,987.5,2773080.889,102961957.0,20335470.03,176763308.9,0.000593,17226.0,343536.0,2811411.7,,,,,,,960370,,,,7301.34,,
98,2020/12/20,13933.0,39531.0,3176.0,23673.94,23581.35718,648.70005,0.00424,,1171.0,802023,23673.94,1155942.0,30508.0,13144.42,567.8211921,111052.46,468894.0,1083257.0,660499.0,23673.94,140904415.3,1344026.0,0.000335,0.002192,0.00083,0.004161,2204059.619,23852925.98,14570619.12,65022414.27,8204870.078,44438092.8,11178645.17,65023241.17,3821970.63,119879054.8,157984555.5,1452897457.0,73.51,943.75,10408929.7,68291018.78,25749264.28,130045655.4,0.000713,14090.0,282043.0,1740387.79,,,,,,,802023,,,,7182.61,,
99,2020/12/21,12971.0,39112.0,3466.0,23046.805,23237.58883,624.16081,0.00484,"1,880.00",1203.0,801093,23046.805,1344556.0,30508.0,12838.73,639.0808824,148920.81,463016.0,1128470.0,676614.0,23046.805,126187206.3,1345368.0,4.2e-05,0.003003,0.000488,0.008526,1676349.221,54388155.05,9978608.521,153196423.6,0.0,67222191.27,9974769.727,191904861.8,5396706.999,106266436.1,153851759.9,1398661871.0,138.56,850.0,1676349.221,121610346.3,19953378.25,345101285.4,0.000488,18336.0,269834.0,3193427.35,30216.45,25.16,50.24,3420.57,89.949,47.74,801093,1892.2,128.08,719.62,6850.82,3694.92,78.0045
100,2020/12/22,12004.0,34936.0,4215.0,23105.745,23096.08459,614.51406,0.00459,"1,877.10",1019.0,940355,23105.745,1490473.0,30507.0,12864.03,606.6223776,145464.14,530137.0,1102565.0,617731.0,23105.745,132082061.0,1302079.0,0.000112,0.002651,0.000412,0.005962,1840282.778,49915445.59,11173835.45,129171349.4,3429757.441,74775917.83,8149948.473,150748643.0,3781954.882,81391702.03,157280422.0,1385296715.0,133.03,893.75,5270040.219,124691363.4,19323783.92,279919992.4,0.000438,18572.0,324163.0,3073683.65,30015.51,24.23,49.84,3356.78,90.546,47.02,940355,1880.0,129.19,714.96,7011.91,3687.26,77.095
101,2020/12/23,11375.0,35209.0,4606.0,23362.175,23539.56338,611.78432,0.00428,"1,875.00",969.0,1000784,23362.175,1674149.0,30507.0,12991.01,548.8116883,138463.07,542144.0,1136460.0,633727.0,23362.175,146014564.8,1246276.0,0.000107,0.003328,0.000526,0.00729,2671140.669,75069257.66,12667041.41,187615804.1,2357750.791,81883474.17,12178809.4,156743910.2,4143584.162,74573212.54,159532118.0,1427353596.0,143.04,962.5,5028891.459,156952731.8,24845850.81,344359714.3,0.00048,19150.0,338463.0,3341833.25,30129.83,23.31,50.35,3382.32,90.34,48.12,1000784,1887.6,128.21,721.97,6312.55,3690.01,78.3445
102,2020/12/24,10755.0,28157.0,3008.0,23247.505,23230.46024,587.29133,0.00408,"1,875.00",875.0,813920,23247.505,1806626.0,30507.0,12925.17,697.5634921,182417.39,449187.0,975658.0,541388.0,23247.505,117032358.7,1270105.0,4.4e-05,0.001886,0.000446,0.005021,2171432.628,41866075.86,11370710.84,111534171.2,0.0,50518037.2,10461303.78,134584062.4,6297053.772,65520328.03,159647054.8,1405418695.0,106.43,787.5,2171432.628,92384113.06,21832014.62,246118233.7,0.000372,17239.0,269559.0,2474219.04,30199.87,21.53,50.13,3363.11,90.25,48.23,813920,1893.1,129.06,721.98,6752.63,3703.06,78.1746
103,2020/12/25,10906.0,25057.0,3008.0,24097.035,24017.70527,617.41447,0.0045,"1,875.00",984.0,847493,24097.035,1857468.0,30507.0,13416.1,599.9444444,162031.99,478449.0,1030838.0,616881.0,24097.035,136008186.0,1285844.0,6e-05,0.002675,0.00039,0.005231,2944762.427,67240068.89,10072046.67,191586276.1,0.0,63732223.05,9026441.03,64959146.12,9486953.633,70262387.18,166525845.0,1560660373.0,92.48,900.0,2944762.427,130972291.9,19098487.7,256545422.2,0.00044,14912.0,303901.0,2228612.98,,21.53,,3396.56,,,847493,,,,6924.75,,
104,2020/12/26,15694.0,44582.0,4450.0,25637.44,25259.64744,631.40303,0.00451,,1368.0,795770,25637.44,1511678.0,30507.0,14273.36,629.6423358,188432.88,452256.0,954584.0,547216.0,25637.44,128678888.7,1384865.0,0.0002,0.002091,0.00036,0.004585,2621410.319,53023511.04,9983660.039,169809513.6,7469772.471,53032730.6,8326917.063,64155242.04,5037624.553,72420415.14,178779321.9,1729189020.0,69.64,856.25,10091182.79,106056241.6,18310577.1,233964755.6,0.000425,16465.0,273954.0,1785474.06,,,,,,,795770,,,,7141.45,,
105,2020/12/27,22052.0,57447.0,7256.0,27073.02,27039.23588,661.66496,0.00459,,1203.0,879278,27073.02,623083.0,30505.0,15075.68,587.3378378,220314.28,507238.0,1066022.0,618024.0,27073.02,137488787.7,1303959.0,3e-05,0.002424,0.00041,0.00538,2051180.785,69749167.68,14591975.83,254308374.1,0.0,96364210.39,13362408.59,113721138.5,7361509.04,50570471.42,190015538.7,1948421018.0,91.99,925.0,2051180.785,166113378.1,27954384.42,368029512.6,0.000368,20289.0,309005.0,2490536.36,,,,,,,879278,,,,7161.1,,
106,2020/12/28,15476.0,44592.0,8292.0,26773.795,26960.87086,724.50121,0.00463,"1,875.00",910.0,909933,26773.795,871960.0,30505.0,14930.4,538.675,171643.51,514508.0,1150942.0,674744.0,26773.795,147717816.4,1296631.0,0.000163,0.004123,0.000623,0.006208,3338570.052,139848292.0,17337617.37,127256363.5,5415040.892,80997317.78,15949832.36,204970547.1,5236303.451,109131961.6,189267008.9,1878296838.0,99.54,1000.0,8753610.944,220845609.8,33287449.73,332226910.6,0.000505,21431.0,308983.0,2665065.34,30403.97,21.7,50.27,3397.29,90.275,47.62,909933,1890.8,130.52,717.03,7161.1,3735.36,77.1063
107,2020/12/29,15304.0,50109.0,4734.0,26623.925,26679.41058,719.38933,0.00444,"1,874.30",782.0,982939,26623.925,1107996.0,30503.0,14842.88,568.8157895,146133.64,562582.0,1154890.0,670789.0,26623.925,140478190.1,1276643.0,6.8e-05,0.003908,0.000447,0.006457,3368214.124,63212575.6,11641366.46,137999786.0,0.0,129236568.1,10290703.32,179426958.2,8573165.732,42868282.19,189549820.6,1839428985.0,105.85,950.0,3368214.124,192449143.7,21932069.78,317426744.1,0.000515,22140.0,336311.0,2818219.95,30335.67,23.08,51.02,3379.04,89.918,48.0,982939,1893.4,129.9,723.59,7501.8,3727.04,77.8533
108,2020/12/30,15253.0,52302.0,5053.0,28175.145,28142.91808,736.12224,0.00457,"1,887.60",892.0,1021542,28175.145,1309294.0,30498.0,15703.74,501.5116279,145224.62,570335.0,1221423.0,694626.0,28175.145,159036418.2,1256574.0,5.5e-05,0.002633,0.000611,0.007286,2696928.197,67680789.17,16800610.23,203396359.6,0.0,60968437.4,13031213.36,153145489.0,11774484.29,50740545.72,204297335.2,1961322330.0,105.14,1075.0,2696928.197,128649226.6,29831823.59,356541848.6,0.000617,22841.0,338258.0,2962444.73,30409.56,22.77,51.7,3414.45,89.649,48.4,1021542,1904.0,129.83,728.22,7605.17,3732.04,78.3552
109,2020/12/31,15776.0,44065.0,4947.0,28629.4,28857.5921,740.6838,0.00465,"1,887.60",904.0,1035545,28629.4,1338666.0,30497.0,15961.46,522.0843373,161478.07,572245.0,1208524.0,714731.0,28629.4,155538636.8,1277365.0,0.000237,0.00422,0.000365,0.008769,3223712.344,154078523.0,10768710.62,185170628.7,10119979.31,80824265.85,9736715.282,305983829.0,5145754.33,125780930.8,208630590.4,1876379074.0,113.57,1037.5,13343691.66,234902788.9,20505425.9,491154457.8,0.000533,21864.0,344918.0,3251476.36,30606.48,22.75,51.67,3473.07,89.894,48.52,1035545,1905.8,130.02,731.59,7496.94,3756.07,78.7245
110,2021/1/1,12464.0,31505.0,3450.0,29207.27,29232.67077,736.45315,0.00497,"1,887.60",857.0,782170,29207.27,1466681.0,30496.0,16315.69,581.5135135,181458.56,445489.0,1003690.0,597460.0,29207.27,137373667.2,1352232.0,4.5e-05,0.001876,0.000379,0.004479,2125371.493,38814841.03,9662471.187,91626304.5,0.0,49205357.68,8154493.105,118562845.7,7373354.681,117342853.7,214344899.5,1886607407.0,48.94,931.25,2125371.493,88020198.71,17816964.29,210189150.2,0.000581,15797.0,258080.0,1429482.69,,,,,,,782170,1901.6,,,7519.95,,
111,2021/1/2,24466.0,81064.0,7300.0,31146.775,30688.09671,749.60702,0.00805,,1405.0,893920,31146.775,1161455.0,30496.0,17408.23,572.8211921,226904.22,519723.0,1144903.0,643064.0,31146.775,139604774.2,1395637.0,3.8e-05,0.002229,0.000481,0.004443,2565808.277,77501675.54,17889317.29,154020619.4,0.0,72244874.16,14395336.37,145937686.9,10407792.24,126465365.1,232193591.9,1992765920.0,79.7,943.75,2565808.277,149746549.7,32284653.66,299958306.3,0.000436,22745.0,297111.0,2482368.91,,,,,,,893920,,,,7866.09,,
112,2021/1/3,24651.0,70074.0,5941.0,33399.965,33373.72771,856.89752,0.01131,,72.0,1020588,33399.965,737208.0,30488.0,18644.0,540.5126582,205711.3,600677.0,1194185.0,674947.0,33399.965,148896964.2,1288693.0,3.2e-05,0.002201,0.000544,0.004305,2346407.857,91939711.04,21145156.9,186292831.7,0.0,71679153.58,19274008.53,133320140.7,13494499.67,148453074.1,250848875.0,2134193707.0,86.42,987.5,2346407.857,163618864.6,40419165.43,319612972.4,0.000446,24479.0,359116.0,2886424.76,,,,,,,1020588,,,,8481.0,,
113,2021/1/4,17961.0,55668.0,4700.0,31057.995,31832.68623,1011.39526,0.00969,"1,943.20",,1082828,31057.995,1023744.0,30484.0,17331.21,504.6300578,159765.14,616972.0,1282625.0,738947.0,31057.995,159433735.3,1318806.0,0.000233,0.00385,0.001029,0.00941,3136462.876,113195807.7,32798930.58,350137215.0,11625976.04,124616632.2,29933092.58,223127441.4,4705463.285,134912086.7,235985941.4,2207557170.0,108.71,1081.25,14762438.92,237812439.9,62732023.15,573264656.4,0.000562,27457.0,373734.0,3376160.47,30223.89,26.97,52.0,3502.96,89.845,47.62,1082828,1957.6,127.9,733.66,8525.82,3700.65,77.6712
114,2021/1/5,15645.0,46126.0,3889.0,32236.365,32263.26482,1056.51195,0.00952,"1,940.40",,1061816,32236.365,1300759.0,30484.0,17959.09,548.9426752,201190.09,601530.0,1239169.0,682993.0,32236.365,145480492.2,1292713.0,4.1e-05,0.001833,0.000475,0.005188,2990195.795,78856773.94,18041316.27,159986489.6,0.0,52024491.37,15562855.2,208515594.6,7836840.491,167028755.3,247426717.0,2213137238.0,113.37,981.25,2990195.795,130881265.3,33604171.47,368502084.2,0.000444,25699.0,354091.0,3654503.48,30391.6,25.34,53.25,3528.68,89.409,49.93,1061816,1965.2,128.73,752.24,8943.83,3726.86,81.3174
115,2021/1/6,17292.0,56109.0,4443.0,35188.98,34869.76924,1137.12505,0.0102,"1,932.00",,1158498,35188.98,1085000.0,30482.0,19579.76,482.2033898,188742.62,658360.0,1348484.0,761999.0,35188.98,165943126.3,1293667.0,0.000149,0.003293,0.000426,0.007173,5147809.699,111120987.0,16455523.42,239417289.6,5982032.132,133309310.1,15277774.92,293957969.5,7767116.714,159790572.1,271273852.3,2319149089.0,128.52,1106.25,11129841.83,244430297.1,31733298.34,533375259.0,0.000519,28639.0,397384.0,4522452.0,30829.4,25.07,52.8,3550.88,89.502,50.63,1158498,1919.4,126.51,754.01,9944.13,3748.14,82.304
116,2021/1/7,22774.0,78199.0,6267.0,38352.94,38041.00264,1219.27979,0.01006,"1,920.10",,1176106,38352.94,896396.0,30481.0,21246.67,522.1666667,262642.77,685393.0,1296053.0,673725.0,38352.94,154599911.1,1269575.0,4.3e-05,0.002992,0.000785,0.007304,4585843.162,137434326.9,43064226.79,362158754.6,0.0,177005850.6,38890560.3,396240799.8,13046999.8,128243480.2,300000017.8,2460238844.0,121.91,1050.0,4585843.162,314440177.5,81954787.1,758399554.5,0.000382,34806.0,401744.0,4675712.2,31041.13,22.37,53.3,3576.2,89.791,50.83,1176106,1924.0,129.92,755.32,10152.1,3803.79,82.5961
117,2021/1/8,22453.0,70015.0,5800.0,39302.735,39821.54327,1201.34299,0.00949,"1,862.90",,1094825,39302.735,940717.0,30479.0,21681.48,581.027027,276130.23,637289.0,1239827.0,623885.0,39302.735,139558883.0,1295011.0,0.000142,0.002515,0.00042,0.007183,4385293.034,132615310.5,22186999.35,326898150.8,9430109.725,117693698.6,19677516.63,392729682.2,7814988.655,150770174.4,309754431.0,2485318318.0,135.47,925.0,13815402.76,250309009.1,41864515.98,719627832.9,0.000367,31884.0,358526.0,5324505.66,31097.97,21.56,54.71,3570.11,90.068,52.24,1094825,1845.4,130.76,755.6,10176.8,3824.68,84.6553
118,2021/1/9,17454.0,53739.0,4223.0,40092.045,40397.48693,1223.73246,0.01017,,,946360,40092.045,1208256.0,30478.0,22067.62,618.0935252,240027.66,559981.0,1102951.0,580589.0,40092.045,135740867.8,1260930.0,4.3e-05,0.002101,0.000468,0.005929,3345907.553,83571991.66,19046325.08,167944916.9,0.0,79071665.35,17257427.22,291044278.5,11296494.27,157267416.4,317662311.7,2412900693.0,110.56,868.75,3345907.553,162643657.0,36303752.3,458989195.4,0.000452,23013.0,321389.0,4432626.67,,,,,,,946360,,,,10674.3,,
119,2021/1/10,15877.0,49193.0,4476.0,38355.765,39698.60967,1299.72028,0.01018,,1183.0,961185,38355.765,1420340.0,30475.0,21110.03,545.7610063,208333.56,566783.0,1183261.0,660208.0,38355.765,163023206.2,1282691.0,5.3e-05,0.001926,0.001194,0.004878,3779359.281,82733435.85,44172804.71,175274198.1,0.0,55255910.71,41721071.58,172927201.8,14472283.01,181650548.2,305984820.9,2368621861.0,91.95,993.75,3779359.281,137989346.6,85893876.29,348201399.9,0.000551,24315.0,331865.0,3526911.75,,,,,,,961185,,,,10392.1,,
120,2021/1/11,21491.0,80583.0,8574.0,34287.41,34315.23101,1072.25877,0.00853,"1,847.30",1741.0,1001596,34287.41,1203792.0,30475.0,18847.91,560.1818182,250377.61,574731.0,1211336.0,650534.0,34287.41,158899729.1,1337251.0,0.000161,0.003498,0.000469,0.007448,3181034.281,185504073.9,21679205.72,354665953.9,11003391.29,107844343.6,17300955.2,267771633.1,5847182.406,255237510.6,278244190.9,2309257346.0,134.43,962.5,14184425.57,293348417.5,38980160.91,622437586.9,0.000395,29222.0,333958.0,4609137.66,31008.69,24.08,53.97,3531.5,90.442,52.25,1001596,1860.9,129.68,752.6,9264.21,3799.61,84.5413
121,2021/1/12,15225.0,52801.0,5359.0,34571.63,34864.95014,1086.00789,0.00842,"1,841.30",1351.0,991037,34571.63,1072060.0,30475.0,19001.94,584.7905405,227042.14,571224.0,1213667.0,679063.0,34571.63,152161293.8,1324212.0,6.6e-05,0.002616,0.000427,0.005192,5079175.017,144625186.4,17489129.64,190974543.2,0.0,57464936.91,15159546.34,210586786.2,10921466.79,339802989.4,282741736.6,2286211558.0,164.92,925.0,5079175.017,202090123.3,32648675.98,401561329.4,0.000418,26485.0,336627.0,5701599.42,31068.69,23.33,54.5,3608.34,90.064,53.21,991037,1854.1,129.06,765.95,9014.23,3801.19,85.9638
122,2021/1/13,16006.0,52299.0,5448.0,35107.78,34700.98477,1068.09167,0.00815,"1,858.90",1148.0,958714,35107.78,1006434.0,30472.0,19296.18,569.4144737,196002.25,537272.0,1167752.0,656139.0,35107.78,156075398.1,1264865.0,0.000236,0.003026,0.000615,0.006469,4169130.212,88341706.3,20713684.74,252125934.6,10411265.14,97088142.2,17224737.24,145410005.4,4783476.881,335150215.6,290806492.1,2410086106.0,136.58,950.0,14580395.35,185429848.5,37938421.98,397535940.0,0.000533,22701.0,319167.0,4794982.67,31060.47,22.21,54.62,3598.65,90.334,52.91,958714,1864.6,129.88,764.62,9867.27,3809.84,85.4888
123,2021/1/14,18074.0,58357.0,6167.0,38422.66,38508.40567,1169.23494,0.00891,"1,841.80",1175.0,999297,38422.66,1400154.0,30471.0,21078.08,589.8503401,219434.35,574561.0,1170717.0,620708.0,38422.66,150610093.4,1296483.0,4.7e-05,0.002459,0.000464,0.004236,3510703.175,94296404.94,19241091.55,155502169.1,0.0,89293805.25,15459600.61,158829484.3,8760176.51,356187113.3,322037785.9,2536542552.0,141.41,918.75,3510703.175,183590210.2,34700692.16,314331653.4,0.000475,24992.0,338809.0,5433457.0,30991.52,23.25,55.13,3565.9,90.215,53.57,999297,1861.0,128.74,770.54,10315.0,3795.54,86.0134
124,2021/1/15,14686.0,48231.0,5085.0,37045.81,37480.89395,1195.61782,0.00934,"1,839.00",1029.0,1025895,37045.81,1607854.0,30471.0,20326.31,545.7096774,186927.27,574212.0,1210431.0,693229.0,37045.81,162947839.8,1315265.0,7.4e-05,0.002916,0.000339,0.00495,4798829.99,94002350.16,10391074.07,160894437.2,0.0,94136716.93,11813545.53,160857619.9,13180749.66,350913371.6,309466655.9,2494915481.0,147.17,968.75,4798829.99,188139067.1,22204619.6,321752057.1,0.000558,24089.0,344002.0,5452148.33,30814.26,24.34,54.35,3566.38,90.754,52.36,1025895,1839.0,127.42,762.37,9957.0,3768.25,84.5123
125,2021/1/16,11606.0,33849.0,3411.0,36669.16,36853.86235,1216.40827,0.00931,,864.0,936785,36669.16,1795692.0,30470.0,20117.76,591.5510204,201977.74,540099.0,1120297.0,630040.0,36669.16,152326897.9,1319768.0,3.9e-05,0.002841,0.000296,0.004661,2445586.932,82760598.14,9838987.915,181064659.1,0.0,94956817.48,8753530.145,112011503.3,15482653.74,337917382.7,307378329.7,2553704304.0,88.49,918.75,2445586.932,177717415.6,18592518.06,293076162.4,0.000541,18872.0,308461.0,3244924.95,,,,,,,936785,,,,10271.0,,
126,2021/1/17,10582.0,31830.0,4356.0,35357.75,35670.66239,1225.32286,0.00913,,1394.0,801093,35357.75,1573547.0,30470.0,19416.15,655.6766917,185461.85,470449.0,1013712.0,584131.0,35357.75,137960899.0,1324590.0,0.000271,0.002306,0.000422,0.004284,3101106.003,48736663.92,15073829.12,95715461.03,10942924.93,68371603.84,6374606.929,121041698.9,7397717.367,311022481.2,305004256.8,2487710260.0,66.31,831.25,14044030.93,117108267.8,21448436.05,216757159.9,0.000583,17525.0,271874.0,2344603.5,,,,,,52.2,801093,1809.75,,,10316.9,,
127,2021/1/18,13101.0,37103.0,4136.0,36106.82,36061.47608,1227.17585,0.00913,"1,833.10",1278.0,905055,36106.82,1815052.0,30467.0,19824.08,596.4344828,205826.52,520399.0,1089185.0,614743.0,36106.82,148425846.6,1342526.0,3.8e-05,0.002464,0.000767,0.003822,2469837.456,95702482.75,22291487.04,143448984.4,0.0,63338030.0,27500618.61,103121668.5,10022205.55,346435375.3,306456559.7,2540581422.0,84.67,906.25,2469837.456,159040512.8,49792105.65,246570652.9,0.000507,21187.0,313816.0,3057029.13,,,,3596.22,90.754,52.36,905055,1836.6,,,10554.7,,
128,2021/1/19,12829.0,44677.0,4486.0,36892.405,36868.32936,1370.29725,0.00924,"1,834.70",1259.0,957708,36892.405,2022762.0,30467.0,20223.27,579.8389262,239654.67,543308.0,1106821.0,599578.0,36892.405,153253758.8,1278255.0,5.4e-05,0.002762,0.000398,0.004936,4241736.576,88072136.9,16845814.75,275234577.7,0.0,127145910.0,14096130.88,110209284.7,14480894.69,311212804.5,315855664.2,2735803066.0,97.54,931.25,4241736.576,215218046.9,30941945.63,385443862.4,0.000441,22889.0,325083.0,3598579.83,30930.52,23.24,55.25,3566.38,90.476,52.98,957708,1849.0,129.08,760.01,10574.6,3798.91,84.9651
129,2021/1/20,11593.0,36994.0,5390.0,34964.775,35164.2644,1334.6591,0.00895,"1,856.60",1227.0,949183,34964.775,1784299.0,30467.0,19129.9,604.2553191,224488.78,535145.0,1097715.0,581720.0,34964.775,147331236.0,1277115.0,0.000228,0.003597,0.000455,0.008834,3873611.526,94801672.06,17710016.33,248213429.8,12056573.36,159591999.0,14676101.7,379320088.8,5351135.851,235917218.6,302353976.1,2524248336.0,93.48,881.25,15930184.88,254393671.1,32386118.04,627533518.6,0.000436,21859.0,314809.0,3268527.12,31188.38,21.58,56.22,3583.09,90.469,53.24,949183,1874.8,131.64,762.31,10592.1,3851.85,85.2836
130,2021/1/21,13825.0,51909.0,6065.0,32843.37,33004.1384,1252.82734,0.00862,"1,862.10",1502.0,918729,32843.37,1646544.0,30467.0,17946.28,676.1317829,249641.68,514418.0,1076271.0,583137.0,32843.37,135865969.8,1313049.0,4.9e-05,0.003526,0.000349,0.006321,3483843.612,134550971.7,13016909.11,172950391.2,0.0,121960006.2,12426825.19,284704064.5,8560933.445,244243633.7,284743991.5,2314734753.0,120.18,806.25,3483843.612,256510977.9,25443734.31,457654455.7,0.000365,22955.0,290754.0,3947241.65,31176.01,21.32,56.32,3621.26,90.127,53.13,918729,1874.0,133.34,761.87,9107.73,3853.07,85.03
131,2021/1/22,15381.0,49880.0,6767.0,31337.345,31871.90656,1194.42999,0.00841,"1,852.70",1676.0,983249,31337.345,1551099.0,30465.0,17095.57,591.6099291,193628.03,545867.0,1104253.0,599828.0,31337.345,151725844.6,1283207.0,4.2e-05,0.003414,0.000467,0.007026,2641390.762,92954129.27,16379654.68,215492088.6,0.0,120138875.3,13097636.16,227693062.6,10804315.88,210294614.6,274997429.0,2235159638.0,114.62,881.25,2641390.762,213093004.6,29477290.84,443185151.2,0.00044,22112.0,323868.0,3591971.11,30996.98,21.91,55.83,3606.75,90.212,52.27,983249,1864.8,132.83,750.18,9810.43,3841.47,83.8552
132,2021/1/23,10094.0,32419.0,3859.0,32457.44,32373.30062,1242.46339,0.0086,,1186.0,906840,32457.44,1453644.0,30465.0,17731.96,577.2884615,172278.98,524588.0,1141674.0,666336.0,32457.44,162699189.3,1289854.0,6.2e-05,0.003133,0.000296,0.004223,3275188.998,73253353.25,8035281.943,136996848.6,0.0,91758452.02,7664093.232,87086200.17,14479753.24,187756257.9,285205121.6,2311629477.0,76.76,975.0,3275188.998,165011805.3,15699375.17,224083048.8,0.000596,17664.0,308276.0,2491527.87,,,,,,,906840,,,,9852.02,,
133,2021/1/24,9958.0,30504.0,2894.0,32024.275,32238.31268,1319.14701,0.00868,,1127.0,765821,32024.275,1352433.0,30465.0,17528.94,621.0431655,191120.93,447488.0,1006861.0,592077.0,32024.275,143287605.3,1307027.0,0.000299,0.002024,0.000583,0.005532,1703068.403,40075460.07,14873984.52,115594275.0,13053331.5,58955321.33,13726902.78,155689450.7,3173089.638,167563829.3,282568272.8,2257072938.0,57.56,868.75,14756399.9,99030781.4,28600887.3,271283725.7,0.000573,15972.0,253971.0,1843190.47,,,,,,,765821,,,,10150.9,,
134,2021/1/25,12271.0,36209.0,3389.0,33409.135,33364.21796,1403.55213,0.00865,"1,856.90",1132.0,920931,33409.135,1252755.0,30464.0,18297.06,613.9214286,250059.19,519421.0,1124380.0,649307.0,33409.135,145224554.7,1380525.0,4.8e-05,0.002118,0.000264,0.004634,3697105.485,91690974.71,12211552.08,174319029.7,0.0,72588510.02,8251115.616,183088181.7,7008254.694,189558424.8,298787452.9,2293816959.0,100.69,875.0,3697105.485,164279484.7,20462667.69,357407211.4,0.000378,22218.0,309102.0,3363815.34,30960.0,23.19,56.25,3624.24,90.373,52.77,920931,1863.9,133.94,757.66,9944.53,3855.36,84.8238
135,2021/1/26,11491.0,33491.0,3185.0,31898.43,32017.0499,1326.0821,0.00827,"1,856.60",1078.0,977736,31898.43,1183910.0,30463.0,17486.2,537.0,161310.72,552611.0,1187227.0,692972.0,31898.43,168253849.5,1360394.0,5.1e-05,0.003661,0.000499,0.006025,2793560.572,70125573.04,15680693.64,117082403.1,0.0,128488563.0,11480026.54,210588114.4,9466555.808,124673618.4,289486036.6,2142836938.0,81.76,1006.25,2793560.572,198614136.0,27160720.18,327670517.5,0.000591,21274.0,336935.0,2608092.85,30937.04,23.02,55.84,3569.43,90.148,52.61,977736,1859.8,134.03,762.66,10042.5,3849.62,84.9062
