,date,twitter_positive,twitter_neutral,twitter_negative,twitter_price,coin_price_bitcoin,coin_price_ethereum,coin_price_dogecoin,gold_price,bitcoin_trend,itb_btc_count,itb_btc_prince,all_time_highers,all_time_lowers,average_balance,seconds,average_transaction_size,new_addresses,active_addresses,zero_balance_addresses,daily_active_address_price,hash_rate,average_size_in_bytes,volume_share_antpool,volume_share_btccom,volume_share_binance,volume_share_huobi_pool,inflows_antpool,inflows_btccom,inflows_binance,inflows_huobi_pool,outflows_antpool,outflows_btccom,outflows_binance,outflows_huobi_pool,reverses_antpool,reverses_btccom,reverses_binance,reverses_huobi_pool,rewards_transaction_fees,rewards_rewards,total_flows_antpool,total_flows_btccom,total_flows_binance,total_flows_huobi_pool,mining_rewards_volume_share,number_of_large_transactions,number_of_transactions,btc_total_fees,道琼斯工业平均指数_close,VIX恐慌指数_close,EEM_close,上证指数_close,美元指数期货_close,WTI原油期货_close,Count,黄金期货_close,XLK_close,Dow_Jones_Commodity_close,cci_close,美国标准普尔500指数_close,Dow_Jones_Commodity_Energy_close
185,2021/3/17,17211.0,48734.0,4143.0,56565.695,56173.78281,1786.89529,0.05782,"1,729.70",1582.0,1015395,56565.695,2351470.0,30440.0,28542.48,641.5073529,278884.67,546814.0,1126915.0,536401.0,56565.695,145214303.6,1292900.0,5.9e-05,0.004141,0.000323,0.004219,4883659.108,221533936.8,18360243.41,147262487.4,0.0,114383479.6,8050695.555,198338612.6,24896726.89,244043853.5,703350251.9,683993059.7,105.85,850.0,4883659.108,335917416.4,26410938.97,345601100.0,0.000582,26649.0,296119.0,5987546.28,33015.37,19.23,54.42,3445.55,91.435,64.6,1015395,1731.1,133.7,822.85,19631.0,3974.12,102.0142
186,2021/3/18,16112.0,46167.0,3535.0,58549.995,58458.91004,1809.59206,0.058,"1,725.90",1590.0,1119085,58549.995,2574362.0,30440.0,29444.0,562.4342105,230455.11,605124.0,1215730.0,612473.0,58549.995,164353605.3,1261881.0,0.000378,0.002395,0.000368,0.005666,8384800.094,128103564.9,15550327.48,286337744.9,20700111.04,55691692.49,12643706.18,147627786.2,13686478.91,318778085.4,730967913.1,834651827.1,137.23,950.0,29084911.13,183795257.4,28194033.66,433965531.1,0.000728,27045.0,331718.0,8034732.09,32862.3,21.58,53.42,3463.07,91.87,60.0,1119085,1736.5,129.99,802.62,19291.6,3915.46,95.8497
187,2021/3/19,5061.0,13945.0,1136.0,57868.345,58281.69779,1804.47271,0.05814,"1,735.20",1421.0,1062993,57868.345,2747982.0,30440.0,29031.0,592.3783784,224968.43,568235.0,1167778.0,601425.0,57868.345,158225262.7,1323033.0,9.2e-05,0.002545,0.000488,0.004933,6604375.535,81724894.94,20877260.85,232038227.5,0.0,100341223.3,14045509.31,121791408.2,20087466.01,300932557.1,729275544.8,940966575.4,116.34,925.0,6604375.535,182066118.3,34922770.16,353829635.6,0.000753,25886.0,316180.0,6732371.46,32627.97,20.95,54.08,3404.66,91.925,61.42,1062993,1745.8,129.6,811.29,19687.2,3913.1,97.5351
188,2021/3/20,753.0,2464.0,134.0,58874.745,58791.31132,1834.84766,0.05921,,1313.0,938814,58874.745,2868164.0,30440.0,29544.72,560.8506494,234127.63,506913.0,1141770.0,621195.0,58874.745,166846815.7,1335281.0,7.7e-05,0.002127,0.000354,0.004259,5129423.795,68404175.37,16145959.87,157126123.4,0.0,74639515.4,7576159.872,129037766.8,25577891.48,296922679.6,750540597.1,977679363.2,83.66,962.5,5129423.795,143043690.8,23722119.74,286163890.1,0.000843,21712.0,286948.0,4925510.91,,,,,,,938814,,,,19658.2,,
189,2021/3/21,692.0,2374.0,177.0,57128.475,57314.80024,1786.19885,0.05792,,1494.0,771465,57128.475,2936330.0,30438.0,28760.72,548.1923077,270223.03,428618.0,1106157.0,630281.0,57128.475,171247003.5,1455319.0,0.000143,0.004195,0.001065,0.004765,9131330.342,58820576.74,32503787.94,111446791.7,0.0,208027427.9,35496011.29,191679381.3,33905725.86,143277191.9,725491388.9,886640495.4,60.91,975.0,9131330.342,266848004.6,67999799.23,303126173.0,0.000877,20242.0,234936.0,3479474.43,,,,,,,771465,,,,19562.1,,
190,2021/3/22,896.0,2867.0,179.0,56113.61,56805.42968,1766.27621,0.05705,"1,736.20",1552.0,986035,56113.61,3097317.0,30438.0,28213.26,574.2516556,245847.91,535798.0,1151612.0,605979.0,56113.61,165959148.8,1357444.0,0.000391,0.006227,0.000338,0.005782,6226336.437,258558556.0,16286470.8,185881014.0,22724408.61,205948214.0,8819838.338,242281172.1,17017168.13,191205571.3,719979316.7,819641862.9,85.02,943.75,28950745.05,464506769.9,25106309.14,428162186.1,0.000724,26069.0,297410.0,4770957.79,32731.2,18.88,53.92,3443.44,91.741,61.55,986035,1742.4,131.87,812.29,18858.8,3940.59,97.9828
191,2021/3/23,925.0,2689.0,204.0,54410.315,54720.78686,1692.58358,0.05469,"1,726.20",1561.0,1022658,54410.315,3211850.0,30437.0,27365.28,538.6086957,315143.58,562923.0,1241595.0,688948.0,54410.315,174614152.8,1352368.0,8.6e-05,0.002398,0.000432,0.00527,8549362.913,122224828.8,25509163.0,280059671.7,0.0,116319574.5,17315243.72,244807317.5,24995296.88,193247031.4,706223176.9,842886459.7,81.33,1006.25,8549362.913,238544403.3,42824406.72,524866989.1,0.000553,26779.0,314234.0,4425225.64,32423.15,20.3,52.89,3411.51,92.347,57.76,1022658,1729.5,131.05,796.73,19050.8,3910.52,92.9595
192,2021/3/24,966.0,2582.0,175.0,54443.84,55180.67578,1680.9564,0.05449,"1,730.50",1706.0,988395,54443.84,3376428.0,30437.0,27361.26,570.4210526,293061.7,532919.0,1163145.0,621317.0,54443.84,168424751.3,1353617.0,5.8e-05,0.001833,0.000364,0.005927,5241458.193,101246104.8,20657334.67,254192915.5,0.0,64734060.09,12149278.17,281085749.7,30204958.15,229253139.4,715114467.0,812581048.6,82.45,950.0,5241458.193,165980164.9,32806612.85,535278665.2,0.000578,27133.0,305093.0,4488938.07,32420.06,21.2,51.68,3367.06,92.53,61.18,988395,1737.2,129.46,809.16,18067.6,3889.14,97.4627
193,2021/3/25,753.0,2330.0,196.0,51802.915,52191.35065,1594.70188,0.05128,"1,737.30",1854.0,1069246,51802.915,3058808.0,30437.0,26000.33,556.7337662,278834.61,566066.0,1212522.0,659359.0,51802.915,169013504.6,1316496.0,0.000259,0.002831,0.000402,0.004922,7504679.552,100479969.3,20539566.95,242478569.2,15644431.82,152158683.7,15397575.44,197910599.9,20665249.56,169762181.3,685584371.0,835644327.8,84.23,962.5,23149111.38,252638653.0,35937142.39,440389169.1,0.000561,28094.0,318562.0,4363151.43,32619.48,19.81,51.92,3363.59,92.826,58.56,1069246,1729.1,129.38,795.22,18026.0,3909.52,93.99
194,2021/3/26,916.0,2508.0,148.0,53179.72,53262.44241,1640.78472,0.05275,"1,731.80",1563.0,995081,53179.72,2911649.0,30437.0,26627.46,637.5367647,263705.69,537877.0,1098753.0,567797.0,53179.72,149430131.6,1318635.0,0.000104,0.006181,0.000303,0.006473,8062464.781,258447565.3,14824259.51,185351820.7,0.0,221107427.7,8611218.387,316983649.8,29251919.1,211210016.4,710008036.0,711732481.2,81.24,850.0,8062464.781,479554993.0,23435477.89,502335470.5,0.000584,26288.0,293610.0,4320399.8,33072.88,18.86,53.27,3418.33,92.775,60.97,995081,1736.5,132.67,807.23,19393.6,3974.54,97.4837
195,2021/3/27,679.0,1971.0,79.0,55298.89,55203.80592,1698.9755,0.05435,,1433.0,922360,55298.89,3156636.0,30437.0,27711.53,545.1886792,236776.66,493065.0,1154917.0,629313.0,55298.89,173186191.9,1298147.0,0.000335,0.002359,0.000292,0.005283,6246780.402,74124612.87,12629861.48,224813825.4,16436862.57,86717942.18,7247955.081,134519962.4,20108498.97,204505418.3,743707967.0,814389073.9,66.63,993.75,22683642.97,160842555.0,19877816.57,359333787.8,0.000805,21147.0,288259.0,3684637.77,,,,,,,922360,,,,19390.0,,
196,2021/3/28,689.0,2019.0,135.0,55639.76,55849.94891,1701.96368,0.05404,,1511.0,801180,55639.76,3272977.0,30437.0,27961.19,542.8490566,206322.11,433767.0,1076860.0,628086.0,55639.76,174106746.5,1315239.0,0.000144,0.001541,0.000464,0.004994,7422473.131,35027206.94,14050914.7,170266205.4,0.0,44414673.02,9844240.841,87041418.78,27615558.26,196209916.7,752529070.0,899946950.1,58.0,993.75,7422473.131,79441879.96,23895155.54,257307624.2,0.001078,19932.0,248605.0,3227196.21,,,,,,,801180,,,,19487.7,,
197,2021/3/29,909.0,2530.0,143.0,56662.235,56924.49857,1757.30315,0.05396,"1,706.00",1584.0,972298,56662.235,3489149.0,30437.0,28418.94,569.2119205,300473.07,527342.0,1120831.0,575457.0,56662.235,164390408.6,1282992.0,6.8e-05,0.002589,0.000453,0.00611,6231179.383,134939919.6,24259321.53,314895218.8,0.0,103275854.8,17113415.2,244628656.2,34336702.61,228287111.7,773530922.3,981806622.3,80.75,943.75,6231179.383,238215774.3,41372736.73,559523875.0,0.000587,27066.0,303305.0,4575622.36,33171.37,20.74,52.9,3435.3,92.956,61.56,972298,1716.5,131.98,805.17,20202.8,3971.09,98.1962
198,2021/3/30,876.0,2394.0,186.0,58228.74,58375.61917,1827.36159,0.0543,"1,684.00",1672.0,1045470,58228.74,3688084.0,30437.0,29132.3,595.9520548,271729.48,560280.0,1156120.0,595914.0,58228.74,157977878.9,1312332.0,0.000283,0.002483,0.000459,0.006071,7275140.275,156363221.5,18132985.43,275047088.8,17211140.89,61015927.83,21825541.05,256614412.7,25054567.29,326397008.6,791070369.9,1018730165.0,96.6,912.5,24486281.17,217379149.3,39958526.48,531661501.5,0.000609,27942.0,321090.0,5625057.97,33066.96,19.61,53.07,3456.68,93.321,60.55,1045470,1687.9,130.73,794.01,20640.5,3958.55,97.0665
199,2021/3/31,833.0,2608.0,177.0,58368.655,58766.34585,1851.50201,0.05356,"1,691.10",1677.0,1123289,58368.655,3884797.0,30437.0,29126.86,548.9808917,239235.29,602674.0,1250492.0,652844.0,58368.655,171097806.1,1345339.0,0.000372,0.004945,0.000348,0.008319,8071023.16,254185365.2,17881405.15,305410984.7,21698390.82,141055793.1,9992287.682,360828987.5,11534652.81,439689301.4,800794234.7,968175330.8,102.46,981.25,29769413.98,395241158.3,27873692.84,666239972.2,0.000719,28663.0,332749.0,5980530.79,32981.55,19.4,53.34,3441.91,93.236,59.16,1123289,1717.5,132.81,800.48,21192.3,3972.89,95.2709
200,2021/4/1,956.0,2792.0,186.0,58709.28,58942.05395,1941.07227,0.05788,"1,726.10",1784.0,1024067,58709.28,4069602.0,30437.0,29218.79,596.8125,257308.98,550266.0,1142123.0,576702.0,58709.28,157355713.4,1336590.0,8.5e-05,0.003324,0.000745,0.005813,6852165.86,194579406.6,25725478.59,244988575.3,0.0,73280475.19,34274003.8,222687744.3,18443726.86,562152478.7,796912319.4,995426482.2,90.0,906.25,6852165.86,267859881.8,59999482.39,467676319.7,0.000663,28573.0,311939.0,5283685.65,33153.21,17.33,53.86,3466.33,92.947,61.45,1024067,1730.3,135.48,804.73,21267.5,4019.87,98.0648
201,2021/4/2,924.0,2714.0,143.0,59259.985,59343.00903,2027.68566,0.05884,"1,726.10",1662.0,1011647,59259.985,4229218.0,30437.0,29420.76,615.3071429,268439.11,529114.0,1111019.0,567944.0,59259.985,160855024.0,1314276.0,0.000229,0.002669,0.00035,0.005632,6983700.83,131819624.1,17589802.9,249231495.0,11893003.89,87808031.36,11157246.72,213887645.8,13743567.46,608604704.6,810805041.5,1036665407.0,89.41,875.0,18876704.72,219627655.5,28747049.62,463119140.8,0.000632,26500.0,305788.0,5298335.57,,17.33,,3484.39,93.051,,1011647,,,,22014.3,,
202,2021/4/3,848.0,2318.0,140.0,58364.455,58927.11104,2088.6306,0.05808,,1511.0,897456,58364.455,4328490.0,30437.0,28952.37,657.0610687,278255.88,478145.0,1030471.0,550290.0,58364.455,151656309.5,1312162.0,0.000216,0.003479,0.000295,0.005321,7648599.239,204136200.0,14447511.08,229062856.1,9484771.122,71233722.71,8951659.258,192597513.4,11785455.1,736957853.2,803949725.3,1066771525.0,83.94,818.75,17133370.36,275369922.7,23399170.34,421660369.6,0.00061,22694.0,281717.0,4899046.3,,,,,,,897456,,,,21251.8,,
203,2021/4/4,769.0,2192.0,101.0,57493.555,57740.58791,2048.91601,0.05686,,1963.0,782250,57493.555,4350728.0,30437.0,28587.48,594.1438356,270731.5,419631.0,1043036.0,598898.0,57493.555,168974603.0,1370052.0,0.000261,0.002227,0.000258,0.004555,9966946.256,108097813.4,11608330.98,130486214.0,7478398.584,40166456.69,5585190.579,172828428.0,14075885.25,798974679.5,797959415.0,1015961195.0,67.2,912.5,17445344.84,148264270.0,17193521.56,303314642.0,0.000788,20264.0,246007.0,3863354.26,,,,,,,782250,,,,22411.5,,
204,2021/4/5,1303.0,3737.0,245.0,58034.56,58097.0634,2068.86328,0.05774,"1,726.10",1987.0,955826,58034.56,4401755.0,30437.0,28903.14,557.0961538,351829.62,515316.0,1228669.0,701735.0,58034.56,178571649.1,1408721.0,7.9e-05,0.002642,0.000258,0.003888,8101613.27,186360778.9,17124359.61,199123087.8,0.0,82515287.89,9173905.341,196502365.5,22282421.67,906729928.5,813392242.0,1021085052.0,94.46,975.0,8101613.27,268876066.8,26298264.95,395625453.3,0.000556,27275.0,289046.0,5481774.24,33527.19,17.91,54.07,,92.595,58.65,955826,1730.7,138.28,795.56,23269.7,4077.91,94.2998
205,2021/4/6,1532.0,4439.0,361.0,58416.875,58471.02892,2113.52402,0.06029,"1,744.70",1975.0,1061653,58416.875,4559067.0,30437.0,29021.48,599.0555556,398724.44,574243.0,1196411.0,613283.0,58416.875,165680243.6,1343027.0,0.000206,0.003344,0.0002,0.003956,8550934.102,167249173.8,14434825.43,254969781.6,17045252.84,245866915.5,10267447.86,234390521.5,14030759.68,831751998.4,822923676.5,1045949516.0,106.41,900.0,25596186.94,413116089.4,24702273.3,489360303.1,0.000426,30139.0,309565.0,6216374.51,33430.24,18.12,54.37,3482.97,92.348,59.33,1061653,1745.0,137.69,802.83,23717.7,4073.94,95.0203
206,2021/4/7,1671.0,4182.0,253.0,57047.885,56999.97283,2032.13943,0.06111,"1,738.10",1979.0,1090797,57047.885,4657988.0,30437.0,28312.59,550.3949045,302086.8,570199.0,1248811.0,676557.0,57047.885,180763159.0,1304126.0,6.8e-05,0.002756,0.00067,0.005706,6617972.275,134374047.8,32099191.57,238821480.6,0.0,133024637.2,32780236.3,314489929.2,20337744.5,822693814.6,803054336.1,957463306.0,101.05,981.25,6617972.275,267398685.0,64879427.87,553311409.8,0.000577,29782.0,321319.0,5764712.76,33446.26,17.16,53.57,3479.63,92.472,59.77,1090797,1743.6,138.42,803.62,21959.2,4079.95,95.5029
207,2021/4/8,1485.0,3565.0,236.0,56930.65,57201.4014,2028.98558,0.06094,"1,755.50",1868.0,952773,56930.65,4798532.0,30437.0,28194.09,625.119403,307028.0,509749.0,1099573.0,549945.0,56930.65,158752909.3,1314213.0,0.000185,0.002321,0.000683,0.006646,4426953.34,112439136.9,34764349.78,238174037.3,11301381.98,86630314.94,23642759.9,332440355.4,13312323.88,844055076.2,812529496.5,860234071.5,91.58,837.5,15728335.32,199069451.9,58407109.68,570614392.8,0.000558,24826.0,278534.0,5213682.78,33503.57,16.95,54.01,3482.55,92.069,59.6,952773,1760.3,140.42,809.3,23357.8,4097.17,95.5812
208,2021/4/9,1191.0,3318.0,207.0,58288.08,58228.75258,2076.3585,0.06166,"1,741.20",1762.0,1087277,58288.08,4908790.0,30436.0,28840.06,584.6315789,286415.1,564578.0,1230357.0,671450.0,58288.08,175421516.8,1328603.0,0.000206,0.001954,0.000496,0.004858,8620542.177,122926361.8,20478110.28,191952135.9,10450908.98,58655792.54,25608678.87,259571478.0,11766751.06,920137016.2,826721256.5,802908234.0,116.39,950.0,19071451.15,181582154.4,46086789.15,451523613.9,0.000595,25920.0,324720.0,6783986.52,33800.6,16.69,53.55,3450.68,92.16,59.32,1087277,1746.8,141.77,805.43,23353.5,4128.8,95.3845
209,2021/4/10,1495.0,4422.0,274.0,59539.465,59857.99423,2139.11441,0.06294,,2007.0,974242,59539.465,4952392.0,30435.0,29474.97,548.6624204,306760.22,512804.0,1167266.0,648715.0,59539.465,180927713.6,1351301.0,0.000188,0.004081,0.00036,0.005685,10170296.12,212439829.3,18824979.91,298554164.9,7011448.898,165563471.7,14339032.66,227656381.3,14963820.55,980911457.6,848964167.8,883762257.3,89.99,981.25,17181745.02,378003301.0,33164012.57,526210546.2,0.000637,23644.0,299086.0,5357835.77,,,,,,,974242,,,,24569.7,,
210,2021/4/11,1346.0,4101.0,220.0,59945.81,59791.4688,2139.67519,0.07078,,81.0,823228,59945.81,4978335.0,30435.0,29714.43,599.6,324020.35,448740.0,1056340.0,596368.0,59945.81,167308952.7,1377041.0,9.4e-05,0.001552,0.000281,0.003731,7654283.238,77101099.05,13636337.82,147927204.9,0.0,50221209.54,9430761.036,157725646.2,22750872.62,1011910194.0,858977881.6,877864495.5,62.99,906.25,7654283.238,127322308.6,23067098.86,305652851.1,0.000662,21505.0,253449.0,3775778.17,,,,,,,823228,,,,25081.4,,
211,2021/4/12,1403.0,3499.0,193.0,60327.33,60117.94398,2147.31404,0.07153,"1,732.90",,965028,60327.33,5083969.0,30435.0,29869.2,596.8819444,347278.28,515114.0,1131851.0,600176.0,60327.33,166759296.1,1345640.0,0.000237,0.002533,0.000465,0.005532,7038640.515,82926887.37,22917781.4,258921437.5,16737093.05,173091556.2,23942246.08,299666838.9,13059331.28,928502724.2,863401659.8,842237858.6,91.77,900.0,23775733.56,256018443.6,46860027.48,558588276.3,0.000537,29047.0,291369.0,5536400.59,33745.4,16.91,53.23,3412.95,92.144,59.7,965028,1734.6,141.09,801.81,25332.7,4127.99,96.0339
212,2021/4/13,1792.0,5007.0,377.0,61746.815,62159.22039,2224.5501,0.0803,"1,748.00",,1046758,61746.815,4707595.0,30435.0,30471.71,607.6971831,380342.71,566031.0,1178675.0,577327.0,61746.815,163880831.4,1337717.0,0.000155,0.003559,0.000426,0.006006,9088061.139,202597503.7,27487336.16,350050040.4,9105790.189,218971435.3,23321296.86,362355561.1,13120121.46,929998056.4,887836614.4,843502653.2,101.83,887.5,18193851.33,421568939.0,50808633.02,712405601.5,0.000464,32499.0,310213.0,6287662.99,33677.27,16.65,53.45,3396.47,91.844,60.18,1046758,1749.5,142.42,808.38,27101.6,4141.59,96.7593
213,2021/4/14,1591.0,4449.0,328.0,63086.395,63410.03579,2355.92325,0.12309,"1,735.60",,1055366,63086.395,4209135.0,30435.0,31011.43,640.9407407,387109.02,555314.0,1155927.0,558649.0,63086.395,156880683.0,1288458.0,0.000101,0.002899,0.000528,0.006274,6003702.906,139354075.7,30096313.41,325672918.3,5693010.365,196707730.7,31199518.7,403784633.4,13718158.99,884365125.9,905991176.1,788788257.8,136.18,843.75,11696713.27,336061806.5,61295832.11,729457551.7,0.000462,32244.0,297494.0,8591416.6,33730.89,16.99,53.72,3416.72,91.674,63.15,1055366,1738.2,140.91,824.73,27937.9,4124.66,100.757
214,2021/4/15,1300.0,3468.0,208.0,62932.61,62879.42569,2459.63715,0.14184,"1,757.20",,1197085,62932.61,4339192.0,30435.0,30890.65,503.6337209,323415.13,630695.0,1368446.0,733425.0,62932.61,199064807.7,1317252.0,0.000178,0.001324,0.000649,0.00414,11294812.19,70945602.54,42165142.18,186765352.5,9404609.537,82794639.69,33163428.29,294414114.8,15533926.52,885260830.4,912879104.5,694343401.9,155.29,1075.0,20699421.73,153740242.2,75328570.47,481179467.3,0.000582,29233.0,359440.0,9772693.98,34035.99,16.57,54.21,3398.99,91.618,63.46,1197085,1768.8,143.33,831.94,28970.4,4170.42,101.2886
215,2021/4/16,1478.0,4221.0,280.0,61807.62,61715.80197,2432.71072,0.30426,"1,774.50",,903781,61807.62,4591668.0,30435.0,30170.21,840.2330097,517118.25,478217.0,938241.0,393325.0,61807.62,120462116.7,1317298.0,0.00014,0.003647,0.000253,0.006495,6052963.819,73510795.91,19216322.17,350562178.7,10087332.41,338597635.3,9407658.584,384732761.2,11420784.18,611284663.7,906400887.5,660540398.0,140.32,643.75,16140296.23,412108431.2,28623980.76,735294940.0,0.00035,26454.0,219704.0,8672889.46,34200.67,16.25,54.35,3426.62,91.544,63.13,903781,1782.2,143.3,831.7,30244.1,4185.47,101.0658
216,2021/4/17,693.0,2064.0,131.0,61127.065,61300.73444,2420.37494,0.29978,,,747313,61127.065,4733916.0,30435.0,29756.66,948.4725275,358672.46,397053.0,842490.0,392324.0,61127.065,109966288.5,1355659.0,0.000114,0.004526,0.00048,0.005788,7984222.803,55894100.86,19988361.55,161633078.2,0.0,259935664.1,13804015.92,244748695.1,19232842.42,403266908.8,902632972.3,582759216.4,163.57,568.75,7984222.803,315829765.0,33792377.47,406381773.3,0.000498,20615.0,194580.0,9998781.45,,,,,,,747313,,,,29067.1,,
217,2021/4/18,,,,56589.215,56067.0565,2178.99242,0.30287,,1826.0,936365,56589.215,4475995.0,30432.0,27475.8,688.5564516,341047.73,499409.0,1052011.0,512209.0,56589.215,146563673.0,1294181.0,0.000198,0.004939,0.000531,0.009016,7153247.899,143298945.1,21742227.18,400267551.4,11812231.5,314276785.6,28095714.03,434013093.0,13689087.4,215046198.2,829704060.0,526538262.7,214.73,775.0,18965479.4,457575730.7,49837941.21,834280644.5,0.000468,26335.0,274735.0,12151402.36,,,,,,,936365,,,,27490.5,,
218,2021/4/19,0.0,4.0,0.0,55940.86,56352.38206,2211.75774,0.37212,"1,774.50",1480.0,829917,55940.86,4361502.0,30432.0,27052.79,894.0824742,343511.12,444776.0,890831.0,396278.0,55940.86,121069947.5,1305400.0,0.000172,0.002985,0.000334,0.00755,6700570.7,83945674.88,18294954.59,252279449.8,5695621.376,131728935.2,5868844.834,293243039.1,14622688.76,167002980.6,832490552.0,482211566.3,215.82,606.25,12396192.08,215674610.1,24163799.42,545522488.9,0.000474,24067.0,208413.0,12072968.01,34077.63,17.29,54.15,3477.55,91.05,63.38,829917,1772.7,142.11,835.03,27187.7,4163.26,101.4542
219,2021/4/20,1.0,2.0,0.0,55265.39,55494.14128,2189.42222,0.37324,"1,777.90",1312.0,1022566,55265.39,4202996.0,30432.0,26639.77,680.5703125,369020.34,562687.0,1126096.0,554288.0,55265.39,150095655.3,1329866.0,0.000149,0.005281,0.000368,0.008197,7204948.595,282364647.0,20658454.9,443006730.7,8142916.968,261640672.8,17444270.78,406958012.1,13283288.32,186739180.6,825567872.5,513769941.6,301.83,800.0,15347865.56,544005319.8,38102725.68,849964742.8,0.000428,28286.0,279977.0,16680654.7,33821.3,18.68,53.71,3472.94,91.227,62.44,1022566,1780.4,140.85,835.47,27673.4,4134.94,100.3788
220,2021/4/21,0.0,13.0,0.0,55221.375,55392.93857,2348.8771,0.31688,"1,798.20",1090.0,876485,55221.375,4121522.0,30432.0,26503.47,852.6831683,471695.61,471694.0,925510.0,409571.0,55221.375,120088496.8,1306862.0,0.000227,0.004639,0.000204,0.006086,17619039.06,274613157.3,9064426.686,320907050.5,6732969.852,224699309.6,12847073.03,331079683.4,24192890.16,234840257.6,821218061.2,502222640.1,255.77,631.25,24352008.91,499312466.9,21911499.71,651986734.0,0.000327,24989.0,226021.0,14123849.42,34137.31,17.5,54.04,3472.93,91.129,61.35,876485,1795.2,142.27,837.66,26552.7,4173.42,98.7168
221,2021/4/22,2.0,6.0,0.0,52989.195,53799.44436,2484.59119,0.2812,"1,787.80",1253.0,933121,52989.195,3963124.0,30432.0,25433.92,598.8671329,422492.99,493202.0,1124380.0,609701.0,52989.195,171702364.4,1276191.0,7.3e-05,0.003064,0.000229,0.004987,8680638.074,266923256.0,16279274.29,376170168.0,0.0,93075193.14,10598655.16,211915871.5,31695060.33,403164588.3,793673872.6,653479541.1,299.49,893.75,8680638.074,359998449.2,26877929.46,588086039.5,0.000408,28151.0,274610.0,15869554.59,33815.9,18.71,53.85,3465.11,91.321,61.43,933121,1784.0,140.6,844.11,25027.5,4134.98,98.9813
222,2021/4/23,2.0,11.0,1.0,49803.995,49887.8137,2280.69801,0.22943,"1,781.80",1932.0,985597,49803.995,3825156.0,30432.0,23866.82,649.0074074,367954.87,507846.0,1121883.0,573049.0,49803.995,157171049.2,1315820.0,6.5e-05,0.002894,0.000321,0.007517,7086036.549,196504483.1,20102007.62,500205979.7,0.0,118135632.4,14919138.49,315232781.5,36867315.33,468151874.8,751064280.2,817270374.0,269.69,843.75,7086036.549,314640115.5,35021146.11,815438761.2,0.000386,28999.0,295731.0,13431477.71,34043.49,17.33,54.63,3474.17,90.839,62.14,985597,1779.9,142.7,848.85,24823.4,4180.17,99.8765
223,2021/4/24,1.0,4.0,1.0,49996.67,50206.91404,2267.72752,0.2645,,1356.0,899415,49996.67,3659399.0,30432.0,24006.11,595.0068966,275419.47,451412.0,1129982.0,628983.0,49996.67,170356166.4,1326225.0,0.000113,0.001693,0.000256,0.004084,3657697.108,65201936.86,12601729.21,178480682.8,5354580.883,70248823.59,7896119.527,148909145.3,35270776.74,462731086.6,758649934.5,843436879.0,168.4,906.25,9012277.991,135450760.5,20497848.74,327389828.0,0.000566,18911.0,290690.0,8419483.99,,,,,,,899415,,,,23755.4,,
224,2021/4/25,1.0,9.0,0.0,48824.735,49810.85586,2266.21777,0.26816,,1571.0,748400,48824.735,3486195.0,30432.0,23525.69,600.1134752,331631.66,385968.0,1033232.0,604064.0,48824.735,168647789.2,1342451.0,0.000326,0.00159,0.000234,0.004378,9124449.925,67555109.45,12965039.73,192228586.9,17516307.06,62037315.64,6110359.575,163682257.7,26313156.81,462201108.7,747618070.1,859455165.4,116.29,881.25,26640756.98,129592425.1,19075399.31,355910844.7,0.000538,18076.0,241041.0,5677698.7,,,,,,,748400,,,,23830.1,,
225,2021/4/26,161.0,344.0,26.0,51616.56,53120.35011,2478.55929,0.2667,"1,773.40",1595.0,834924,51616.56,3406914.0,30432.0,24823.08,769.4385965,461843.85,434753.0,948650.0,472529.0,51616.56,134191675.5,1314773.0,0.000129,0.001941,0.00023,0.004644,7295238.881,88122416.04,15551786.61,212008505.9,7403457.481,132937750.0,10803484.52,316178102.3,27683116.56,431339777.9,794364964.3,785604578.6,167.75,712.5,14698696.36,221060166.0,26355271.14,528186608.2,0.000331,25114.0,240687.0,8658760.91,33981.57,17.64,54.7,3441.17,90.78,61.91,834924,1782.3,143.43,858.72,26623.3,4187.62,99.6616
226,2021/4/27,5065.0,14128.0,1080.0,54424.265,54698.29109,2580.28188,0.27176,"1,784.20",1446.0,933741,54424.265,3340729.0,30432.0,26170.52,604.1549296,417831.19,497809.0,1097458.0,604544.0,54424.265,168059467.5,1316657.0,0.00019,0.001142,0.000357,0.003327,7414648.738,54231650.02,25447040.64,183240441.0,16190518.49,88181636.12,18889838.96,232042434.1,20376273.27,408258656.5,843726014.0,764539874.2,162.31,887.5,23605167.23,142413286.1,44336879.6,415282875.1,0.000388,26455.0,298109.0,8833485.08,33984.93,17.56,54.67,3442.61,90.892,62.94,933741,1781.0,143.08,863.74,27588.7,4186.72,101.1759
227,2021/4/28,15901.0,47707.0,3875.0,55174.09,54873.28852,2681.78442,0.29819,"1,772.20",1303.0,903570,55174.09,3232607.0,30432.0,26551.2,610.6267606,399321.42,467379.0,1121374.0,617559.0,55174.09,169892829.0,1311624.0,0.000175,0.001397,0.00047,0.002894,10157709.93,76273909.42,28803362.56,181587963.8,9131052.578,77397257.1,22808596.32,136237621.9,21720858.45,410149193.9,861177325.3,819575276.6,135.94,887.5,19288762.51,153671166.5,51611958.88,317825585.7,0.000442,24669.0,277126.0,7500316.56,33820.38,17.28,55.08,3457.07,90.593,63.86,903570,1776.1,141.75,865.25,27981.9,4183.18,102.7271
